Marca temporal,Titulo de la Noticia,Día de Publicación,Fuente ,"Si contestó  'otra', ¿De qué fuente proviene?",Breve descripción de la Noticia,Incrustar etiquetas,"Si no encuentra la etiqueta adecuada, ¿Qué etiqueta añadiría a su noticia? (Separe los tags por comas)",Link de la noticia,¿Tiene lugar en La Rioja?
20/05/2020 14:41:41,El ICN2 lidera un proyecto europeo para diagnosticar el virus COVID-19 en 30 minutos,20/03/2020,https://noticiasdelaciencia.com/,,"El Instituto Catalán de Nanociencia y Nanotecnología (ICN2) (España) lidera un proyecto europeo, coordinado por la profesora de investigación del CSIC Laura Lechuga, para el diagnóstico rápido de COVID-19 o coronavirus.","COVID-19, Proyectos, Nanotecnología","Nanociencia,",https://noticiasdelaciencia.com/art/37224/el-icn2-lidera-un-proyecto-europeo-para-diagnosticar-el-virus-covid-19-en-30-minutos,No
20/05/2020 14:45:38,UNE facilita el acceso gratuito a sus normas para la fabricación de material contra el coronavirus,20/03/2020,une.org,,"La Asociación Española de Normalización, UNE, facilita el acceso gratuito a numerosas normas técnicas. Se trata de documentos que describen procesos esenciales para la fabricación desde las mascarillas hasta los paños y sábanas quirúrgicas, pasando por guantes u otra ropa de protección.","COVID-19, Patentes, Propiedad intelectual",,https://www.une.org/la-asociacion/sala-de-informacion-une/noticias/une-facilita-el-acceso-gratuito-a-sus-normas-para-la-fabricacion-de-material-contra-el-coronavirus,No
12/05/2020 13:45:40,DARPA Demonstrates “Competition” Tool at Combatant Command,19/03/2020,DARPA,,"Service members at U.S. Indo-Pacific Command headquarters in Hawaii recently tested a prototype DARPA system designed to help military analysts and planners determine if observed events – such as increased force movements, cyber intrusions, and civil unrest – are unconnected occurrences, or if they’re part of an adversary’s coordinated campaign to achieve strategic objectives in a geographic region.",Inteligencia Artificial,,https://www.darpa.mil/news-events/2020-03-19a,No
20/05/2020 13:09:07,La UR imprime mascarillas en 3D,19/03/2020,rioja2.com,,Ya se han comenzado a imprimir mascarillas y el siguiente paso será elaborar palas para ventiladores. ,COVID-19,,https://www.rioja2.com/n-140736-1110-la-ur-imprime-mascarillas-en-3d/,Sí
20/05/2020 13:11:47,Callaghan comienza a fabricar mascarillas: «Hay que proteger a los sanitarios»,19/03/2020,nuevecuatrouno.com,,Callaghan ha comenzado con la fabricación de mascarillas para la sanidad española. La empresa de calzado arnedana va a dedicar a varias personas a la fabricación de mascarillas estos días y creen que este viernes podrán hacer llegar a la Consejería de Salud de La Rioja en torno a ochocientas.,COVID-19,,https://nuevecuatrouno.com/2020/03/19/empresa-fabrica-calzado-mascarillas-sanitarios-coronavirus-callaghan-arnedo-rioja/,Sí
20/05/2020 14:01:13,Llamada bilateral Argentina – España 2020,19/03/2020,CDTI,,Se abre la nueva llamada conjunta Argentina – España en EUREKA para la presentación de Propuestas de Cooperación Tecnológica. Fecha límite de presentación: 18 de junio de 2020.,"Convocatorias Europeas, Cooperación Tecnológica, Proyectos, Empresa, Tecnología",,http://www.cdti.es/index.asp?MP=9&MS=31&MN=2&TR=A&IDR=7&id=1527,No
20/05/2020 14:10:42,La nueva arma contra el COVID-19: una web con más de 24.000 'papers',19/03/2020,MIT,,"Tres instituciones acaban de hacer público el Conjunto de Datos de Investigación del COVID-19, una herramienta que reúne todo el corpus de investigación relacionado con el coronavirus para ayudar a los científicos de todo el mundo a acelerar sus investigaciones para combatir la pandemia","COVID-19, Investigación, Ciencia",,https://www.technologyreview.es/s/12030/la-nueva-arma-contra-el-covid-19-una-web-con-mas-de-24000-papers,No
20/05/2020 14:13:49,La iniciativa U4SSC busca expertos en ciudades inteligentes y sostenibles para sus grupos de trabajo,19/03/2020,smartcity.es,,"La iniciativa United 4 Smart Sustainable Cities (U4SSC) lanzada por la Unión Internacional de Telecomunicaciones (ITU) junto con la Comisión Económica de las Naciones Unidas para Europa (UNECE), busca añadir nuevos expertos a sus grupos temáticos de trabajo mediante una convocatoria abierta hasta el próximo 31 de marzo. 	","Convocatorias Europeas, Telecomunicaciones, Ingeniería de Software, Sector TIC",,https://www.esmartcity.es/2020/03/19/iniciativa-u4ssc-busca-expertos-ciudades-inteligentes-sostenibles-grupos-trabajo,No
20/05/2020 14:18:28,Cinco consejos para “teleliderar” con éxito los equipos de trabajo,19/03/2020,itespresso.es,,"Con la forzosa implantación del teletrabajo, las empresas tienen que enfrentarse al reto de dirigir con éxito a sus equipos.","Telecomunicaciones, COVID-19, Empleo, Informática",,https://www.itespresso.es/cinco-consejos-para-teleliderar-con-exito-los-equipos-de-trabajo-189164.html,No
20/05/2020 14:21:20,"Los Centros Tecnológicos Fedit ponen el total de sus capacidades, recursos e infraestructuras a disposición del Gobierno",19/03/2020,FEDYT,,"Los Centros Tecnológicos de la Federación Española de Centros Tecnológicos, Fedit, entidades privadas dedicadas a la investigación aplicada y desarrollo tecnológico, han acordado poner a disposición del Gobierno todas sus capacidades tecnológicas, recursos e infraestructuras en esta situación de crisis provocada por la pandemia del Coronavirus","COVID-19, Investigación, Centros Tecnológicos, Ciencia, Tecnología",,https://fedit.com/2020/03/los-centros-tecnologicos-fedit-ponen-el-total-de-sus-capacidades-recursos-e-infraestructuras-a-disposicion-del-gobierno/,No
12/05/2020 13:49:42,A Mobile Diagnosis Device to Mitigate Pandemics and Infectious Diseases,17/03/2020,IEEE Explore,,"That’s why researchers from England are testing a new mobile diagnostic system – a handheld lab-on-a-chip device that is integrated into a cloud network through smartphones. Studies have shown it can provide early detection of infectious disease outbreaks, even in remote areas. A related app on the smartphone guides the user through the process of testing and diagnosing the patient.","Big Data, E-Health, COVID-19",,https://innovate.ieee.org/innovation-spotlight/diagnosing-infectious-disease/,No
20/05/2020 13:48:20,Impresoras 3D contra el nuevo coronavirus,17/03/2020,LaRioja.com,,"En poco más de seis horas, lograron 50 válvulas para los pacientes con insuficiencia respiratoria",COVID-19,,https://www.larioja.com/tecnologia/impresoras-nuevo-coronavirus-20200317182422-ntrc.html,No
20/05/2020 13:58:16,63 ideas serán financiadas bajo la primera convocatoria del EIC Pathfinder,17/03/2020,ADER,,"Más de 162 millones de euros del piloto ""Pathfinder"" de EIC del programa Horizon 2020, permitirán a los autores de sesenta y tres ideas en etapa de investigación descubrir tecnologías innovadoras o acercarlas al mercado","Innovación, Convocatorias Europeas, Investigación, Proyectos, Tecnología",,http://een.ader.es/noticias/723-63-ideas-seran-financiadas-bajo-la-primera-convocatoria-del-eic-pathfinder,No
20/05/2020 13:41:18,"Investigadores españoles trabajan en diagnóstico, tratamiento y vacunas frente al coronavirus",16/03/2020,Ministerio de Ciencia e Innovación,,El ISCIII y el CSIC desarrollan varios proyectos de investigación sobre este nuevo virus,"COVID-19, Investigación",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=0000f3cc2c2e0710VgnVCM1000001d04140aRCRD&vgnextchannel=d9581f4368aef110VgnVCM1000001034e20aRCRD,No
20/05/2020 13:44:58,Un superordenador descifra los secretos del coronavirus,16/03/2020,tendencias21.net,,Ha dado con las claves para elaborar la vacuna contra el COVID-19,"COVID-19, Investigación, Tecnología",,https://www.tendencias21.net/Un-superordenador-descifra-los-secretos-del-coronavirus_a45773.html,No
21/05/2020 10:19:46,"Resolución de 12 de marzo de 2020, de la Agencia de Desarrollo Económico de La Rioja, por la que se aprueba la convocatoria para el año 2020 de las subvenciones destinadas a la promoción de la innovación empresarial Programa Cheque de Innovación de Acción Rápida para la reducción del impacto coronavirus, en régimen de concesión directa (extracto)",13/03/2020,BOR,,"Resolución de 12 de marzo de 2020, de la Agencia de Desarrollo Económico de La Rioja, por la que se aprueba la convocatoria para el año 2020 de las subvenciones destinadas a la promoción de la innovación empresarial Programa Cheque de Innovación de Acción Rápida para la reducción del impacto coronavirus, en régimen de concesión directa (extracto)","Innovación, COVID-19, Subvenciones, Empresa",,https://web.larioja.org/bor-portada/boranuncio?n=12503997-3-HTML-530500-X,Sí
22/05/2020 10:18:46,"La UE suma 11,5 millones adicionales al programa ‘Connecting Europe Facility’ para empleos y competencias digitales",12/03/2020,smartcity.es,,"La Comisión Europea ha adoptado la modificación del programa de trabajo de ‘Connecting Europe Facility Telecom’ (CEF Telecom) 2019-2020. Así, se destinarán 11,5 millones de euros adicionales a acciones en materia de empleos y habilidades digitales, ahora incluidos en el presupuesto total de 140,8 millones correspondientes a 2019 y 145,1 millones de la asignación de 2020.","Convocatorias Europeas, Telecomunicaciones, Digitalización, Proyectos, Empresa, Empleo",,https://www.esmartcity.es/2020/03/12/ue-suma-11-5-millones-adicionales-empleos-competencias-digitales-programa-connecting-europe-facility,No
22/05/2020 10:21:04,Listado completo de oportunidades de cooperación tecnológica publicadas del 02/03/2020 al 12/03/2020,12/03/2020,ADER,,Puedes ver el listado completo de ofertas y demandas tecnológicas y búsquedas de socios para completar consorcios para proyectos europeos de I+D que han sido publicadas por la red Enterprise Europe Network entre el 2 y el 12 de marzo de 2020,"Cooperación Tecnológica, Proyectos, Empresa, Tecnología",,http://een.ader.es/noticias/718-listado-completo-de-oportunidades-de-cooperacion-tecnologica-publicadas-del-02-03-2020-al-12-03-2020,No
27/05/2020 8:57:41,Digital technologies take top spot in European patent applications,12/03/2020,Otra,European Patent Office,Patent statistics published today by the European Patent Office (EPO) show that for the first time in more than a decade digital technologies have taken the lead in patent applications filed.,"Innovación, Investigación, Digitalización",Patentes,https://www.epo.org/news-events/news/2020/20200312.html,No
21/05/2020 10:05:51,"Los hoteles riojanos reclaman ayudas inmediatas a las administraciones, ante la situación de catástrofe por el coronavirus",11/03/2020,FER,,"El comité ejecutivo de la Asociación Riojana de Hoteles se ha reunido esta mañana en la FER para evaluar la situación crítica del sector y el impacto que tendrá para el turismo.  Se está produciendo cancelaciones en los establecimientos entre el 90 y el 100%, con un evidente riesgo para la supervivencia de las empresas y el empleo. ","COVID-19, Empresa, Empleo",,https://sie.fer.es/esp/Servicios/Comunicacion/Sala_Prensa/Archivo_fotografico/Los_hoteles_riojanos_reclaman_ayudas_inmediatas_administraciones_situacion_catastrofe_coronavirus/webDoc_28327.htm,Sí
27/05/2020 8:53:42,DARPA awards $22 million to create 'smart' device for healing large muscle wounds,11/03/2020,Eureka,,"A multi-institution research team led by the University of Pittsburgh secured a $22 million grant from the Defense Advanced Research Projects Agency (DARPA) to develop a device combining artificial intelligence, bioelectronics and regenerative medicine to regrow muscle tissue, especially after combat injuries.","Innovación, Inteligencia Artificial, E-Health, Financiación, Investigación, Machine Learning",,https://www.eurekalert.org/pub_releases/2020-03/uop-da031020.php,No
21/05/2020 10:01:09,"Aprobado un gasto de 18,2 millones para la primera convocatoria anual de subvenciones de la ADER",10/03/2020,Gobierno de La Rioja,,"El gasto se corresponde con las próximas convocatorias de programas de apoyo a la reindustrialización, la internacionalización, la innovación y el desarrollo, la dinamización del comercio, el fomento del emprendimiento o la consolidación profesional del trabajador autónomo.","Economía, Innovación, Subvenciones, Internacionalización, Empresa, Pyme",,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/aprobado-gasto-18-2-millones-primera-convocatoria-anual-sub,Sí
22/05/2020 10:12:53,La tecnología de Libelium dota de sentidos el mundo físico y lo conecta con el entorno digital,10/03/2020,CDTI,,"Libelium mantiene una posición destacada en el mercado tecnológico de aplicaciones para Internet de las Cosas: “En concreto, estamos desarrollado, con la ayuda del CDTI, un nuevo ecosistema IoT de interconexción universal que permita una comunicación de nodos sensoriales, plataformas y protocolos. Este ecosistema se basará en complejas tecnologías de comunicación con los nodos y en sistemas de compatibilidad para la interconexión de todo tipo de sensores”.","Proyectos, Empresa, IoT",,http://perspectivacdti.es/la-tecnologia-de-libelium-dota-de-sentidos-el-mundo-fisico-y-lo-conecta-con-el-entorno-digital/,No
27/05/2020 8:52:17,Study demonstrates how to collect true incidents from head impact sensors in youth sports,10/03/2020,Eureka,,"Approximately 1 in 5 high school athletes who plays a contact sport - such as soccer, lacrosse, and American football - suffers a concussion each year. To understand the frequency, magnitude and direction of head impacts that athletes sustain, a wide variety of sensors have been developed to collect head impact biomechanics data, including instrumented helmets, skull caps, headbands, mouthguards and skin patches.  ","Innovación, Inteligencia Artificial, Big Data, Sector TIC, Digitalización, Machine Learning",,https://www.eurekalert.org/pub_releases/2020-03/chop-sdh030920.php,No
21/05/2020 10:03:42,El Ayuntamiento de Logroño ofrece 350.000 euros en ayudas a microempresas,9/03/2020,rioja2.com,,150.000 euros irán destinados a microempresas que desarrollen una iniciativa innovadora y 200.000 euros se destinarán a la creación de microempresas de un perfil más tradicional. 	,"Innovación, Ayudas, Empresa, Pyme, Empleo",,https://www.rioja2.com/n-140370-3-el-ayuntamiento-de-logrono-ofrece-350000-euros-en-ayudas-a-microempresas/,Sí
21/05/2020 9:53:55,"López de Silanes apuesta por que la Universidad de La Rioja ""siga siendo el motor del progreso que necesitamos""",6/03/2020,Universidad de La Rioja,,"José Luis López de Silanes, presidente del Consejo Social y del Grupo CLH, ha apostado por que ""la Universidad de La Rioja siga siendo el motor del progreso que necesitamos"" en el acto de entrega de los XII Premios del Consejo Social.",Universidad,,https://www.unirioja.es/apnoticias/servlet/Noticias?codnot=6606&accion=detnot,Sí
